Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
2013-14,Nick Collison,5,9,4.8,8.3,0.1,0.6,2.5,3.5,4.3,6.6,10.9,3.9,1.1,1,2.6,7,12.6,0.556,0.58,0.235,0.564,0.71,0.599,1353,33,,,,,,,,
2014-15,Nick Collison,4.8,11.5,4.1,8.8,0.7,2.7,2,3,4.1,7.3,11.4,4.1,1.6,1.1,2,7.1,12.4,0.419,0.466,0.267,0.451,0.692,0.485,1101,34,,,,,,,,
2015-16,Nick Collison,3.6,7.7,3.6,7.6,0,0.1,1.6,2.3,4.8,7.3,12.1,3.7,1.1,1.1,3.6,7.6,8.7,0.459,0.467,0,0.459,0.697,0.498,699,35,,,,,,,,
2009-10,Darren Collison,9.2,19.4,8.1,16.6,1.1,2.8,3.6,4.3,1,3.7,4.7,10.6,1.9,0.1,5,2.3,23.2,0.477,0.49,0.4,0.506,0.851,0.546,2109,22,,,,,,,,
2010-11,Darren Collison,8.5,18.7,7.7,16,0.9,2.7,4.3,5,0.9,4,4.8,8.7,1.9,0.3,4.2,2.3,22.3,0.457,0.479,0.331,0.481,0.871,0.534,2360,23,,,,,,,,
2011-12,Darren Collison,6.5,14.7,5.5,12.1,1,2.6,3.6,4.3,0.8,4.4,5.3,8.1,1.4,0.4,3.2,2.8,17.5,0.44,0.457,0.362,0.472,0.83,0.526,1878,24,,,,,,,,
2012-13,Darren Collison,7.3,15.6,6.3,12.7,1,2.9,5.2,5.9,0.7,4,4.7,8.9,2.2,0.2,3.7,3,20.9,0.471,0.498,0.353,0.504,0.88,0.575,2372,25,,,,,,,,
2013-14,Darren Collison,7.8,16.8,6.1,12.2,1.7,4.6,4.6,5.4,1.1,3.4,4.5,7.2,2.2,0.4,3.2,3.6,22,0.467,0.501,0.376,0.518,0.857,0.575,2069,26,,,,,,,,
2015-16,Darren Collison,8.2,16.8,6.3,12.1,1.9,4.7,4.2,4.9,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,0.486,0.519,0.401,0.542,0.858,0.591,2219,28,,,,,,,,
2016-17,Darren Collison,8.3,17.5,6.5,13.2,1.8,4.3,3.6,4.2,0.6,3.2,3.7,7.7,1.6,0.2,2.8,2.9,22.1,0.476,0.495,0.417,0.527,0.86,0.57,2063,29,,,,,,,,
2001-02,Jason Collins,4.3,10.3,4.3,10.3,0,0.1,4.3,6.1,4.9,6.3,11.2,3,1.1,1.7,2.7,6.4,13,0.421,0.42,0.5,0.423,0.701,0.5,1407,23,,,,,,,,
2002-03,Jason Collins,3.9,9.3,3.9,9.2,0,0.1,5,6.5,3.8,6.4,10.2,2.4,1.3,1.2,2.3,7,12.7,0.414,0.419,0,0.414,0.763,0.521,1900,24,,,,,,,,
2003-04,Jason Collins,3.9,9.3,3.9,9.2,0,0,3.3,4.4,3.5,6.2,9.7,3.7,1.6,1.4,2.3,6.1,11.2,0.424,0.427,0,0.424,0.739,0.497,2220,25,,,,,,,,
2004-05,Jason Collins,3.9,9.6,3.9,9.4,0,0.1,2.9,4.4,3.2,7.1,10.3,2.2,1.5,1.5,1.9,6.8,10.8,0.412,0.413,0.333,0.415,0.656,0.471,2542,26,,,,,,,,
2005-06,Jason Collins,2.9,7.4,2.8,7,0.1,0.3,1.2,2.4,2.6,7,9.6,2,1.3,1.1,1.7,7.1,7.2,0.397,0.404,0.25,0.403,0.512,0.425,1895,27,,,,,,,,
2006-07,Jason Collins,1.6,4.3,1.6,4.2,0,0.1,1.7,3.6,2.6,6.4,9,1.3,1.1,1.1,2.1,7.8,4.8,0.364,0.369,0,0.364,0.465,0.408,1844,28,,,,,,,,
2007-08,Jason Collins,2.3,5,2.3,4.9,0,0,1.5,3.3,2.8,5,7.8,1.1,1,1.1,2.1,8.5,6.2,0.469,0.473,0,0.469,0.459,0.481,1172,29,,,,,,,,
2001-02,Jarron Collins,5.8,12.7,5.8,12.6,0,0,4.9,6.7,5.1,5.8,10.9,2.1,1.1,0.8,2.1,8.6,16.6,0.461,0.462,0,0.461,0.74,0.532,1440,23,,,,,,,,
2003-04,Jarron Collins,4.7,9.4,4.7,9.4,0,0,6,8.4,3.7,6.4,10.1,2.5,0.8,0.6,2.5,8.2,15.4,0.498,0.5,0,0.498,0.718,0.587,1732,25,,,,,,,,
2005-06,Jarron Collins,4.1,8.8,4.1,8.8,0,0,5,6.9,4.2,6.3,10.5,3.1,1.1,0.9,1.9,8,13.1,0.461,0.461,,0.461,0.717,0.551,1730,27,,,,,,,,
2006-07,Jarron Collins,4.3,9.8,4.3,9.8,0,0,3.1,4.8,4.1,5.7,9.8,3.4,0.7,0.5,2.1,8.4,11.7,0.441,0.441,,0.441,0.651,0.494,913,28,,,,,,,,
2007-08,Jarron Collins,2.6,6,2.6,5.9,0,0.1,3.4,5.4,2.9,5.6,8.5,2.7,0.7,0.4,1.6,7.8,8.7,0.439,0.444,0,0.439,0.622,0.515,702,29,,,,,,,,
1980-81,Don Collins,9.3,21,9.3,20.9,0,0.2,5.5,7,3.3,3.6,6.9,4.9,2.7,0.6,4.5,6.7,24.1,0.444,0.447,0,0.444,0.776,0.5,1845,22,,,,,,,,
1981-82,Don Collins,10,19.6,10,19.2,0,0.4,3.6,5.1,3,2.9,5.9,4.4,2.7,0.7,4.1,5.9,23.7,0.511,0.52,0.083,0.512,0.716,0.543,1609,23,,,,,,,,
2004-05,Jason Collier,9.7,21,9.4,20.2,0.3,0.8,2.7,4,4.7,5.6,10.3,1,0.8,0.7,3.5,8.2,22.4,0.463,0.464,0.429,0.471,0.676,0.494,942,27,,,,,,,,
1990-91,Bimbo Coles,5.8,14,5.6,12.8,0.2,1.2,2.5,3.4,2,3.5,5.5,8.3,2.3,0.4,3.5,5.3,14.3,0.412,0.435,0.176,0.42,0.747,0.461,1355,22,,,,,,,,
1991-92,Bimbo Coles,7.3,16.1,7.1,14.8,0.2,1.3,5.4,6.5,1.7,3,4.7,9.1,1.8,0.3,4.2,3.8,20.3,0.455,0.477,0.192,0.462,0.824,0.534,1976,23,,,,,,,,
1992-93,Bimbo Coles,7.2,15.6,6.3,12.5,1,3.1,4,5,1.3,2.5,3.8,8.5,1.8,0.3,2.5,4.5,19.4,0.464,0.503,0.307,0.494,0.805,0.546,2232,24,,,,,,,,
1993-94,Bimbo Coles,6.9,15.4,6.3,12.5,0.6,2.9,3,3.9,1.5,3.2,4.7,7.8,2.2,0.4,3.2,3.9,17.4,0.449,0.507,0.202,0.468,0.779,0.51,1726,25,,,,,,,,
1994-95,Bimbo Coles,6.1,14.2,5.7,12.4,0.4,1.8,3.3,4.1,1.1,3.4,4.5,9.7,2.3,0.3,3.7,4.3,15.9,0.43,0.461,0.211,0.443,0.81,0.497,2207,26,,,,,,,,
1995-96,Bimbo Coles,6.4,15.5,4.6,10.5,1.8,5.1,3.4,4.2,1,4.2,5.2,8.4,1.9,0.3,3.4,5.1,17.8,0.409,0.44,0.346,0.466,0.796,0.513,2615,27,,,,,,,,
1998-99,Bimbo Coles,7.8,17.6,7.5,16.5,0.3,1.1,3.5,4.3,0.9,4.1,5,9.4,1.9,0.5,3.5,4.8,19.3,0.442,0.455,0.24,0.449,0.822,0.496,1272,30,,,,,,,,
1999-00,Bimbo Coles,7.5,16.5,7.3,15.4,0.2,1.1,2.3,2.8,0.8,3.9,4.7,7.9,1.6,0.3,2.8,4.8,17.5,0.455,0.472,0.205,0.461,0.817,0.494,1924,31,,,,,,,,
1990-91,Derrick Coleman,9.6,20.4,9.3,19.7,0.2,0.7,6,8.2,5,9.1,14.1,3,1.3,1.8,4,4,25.4,0.467,0.472,0.342,0.473,0.731,0.527,2602,23,,,,,,,,
1991-92,Derrick Coleman,10.7,21.3,10.2,19.6,0.5,1.7,6.7,8.7,4.5,9.2,13.7,4.6,1.2,2.2,5.5,3.7,28.6,0.504,0.522,0.303,0.516,0.763,0.57,2207,24,,,,,,,,
1992-93,Derrick Coleman,10.2,22.2,9.8,20.4,0.4,1.8,7.6,9.4,4.5,11,15.4,5,1.7,2.3,4.4,3.8,28.5,0.46,0.48,0.232,0.469,0.808,0.54,2759,25,,,,,,,,
1993-94,Derrick Coleman,9.8,21.9,9.1,19.7,0.7,2.2,7.9,10.3,4.7,11,15.7,4.7,1.2,2.6,3.8,3.8,28.2,0.447,0.462,0.314,0.463,0.774,0.534,2778,26,,,,,,,,
1994-95,Derrick Coleman,9.2,21.6,8.5,18.7,0.7,3,9.3,12.1,4.1,10.5,14.6,4.6,0.9,2.3,4.3,4,28.3,0.424,0.454,0.233,0.44,0.767,0.525,2103,27,,,,,,,,
1996-97,Derrick Coleman,8.7,20,8,17.2,0.8,2.9,6.5,8.7,3.8,10,13.7,4.6,1.2,1.8,4.4,3.9,24.7,0.435,0.463,0.269,0.455,0.745,0.518,2102,29,,,,,,,,
1997-98,Derrick Coleman,8.8,21.6,8.2,19.1,0.6,2.4,7.5,9.7,3.7,10.9,14.6,3.6,1.1,1.7,3.9,3.6,25.9,0.411,0.429,0.265,0.426,0.772,0.5,2135,30,,,,,,,,
1999-00,Derrick Coleman,9.7,21.3,8.6,18.2,1.1,3.1,6.4,8.2,2.7,11.1,13.8,3.8,0.7,2.8,3.8,4.2,27,0.456,0.471,0.362,0.482,0.785,0.541,2347,32,,,,,,,,
2001-02,Derrick Coleman,8.6,19.1,7.9,16.9,0.7,2.2,4.8,5.9,4.3,8.9,13.2,2.5,1.1,1.3,3.1,4.1,22.7,0.45,0.465,0.337,0.469,0.815,0.524,2080,34,,,,,,,,
1987-88,Ben Coleman,7.5,14.9,7.5,14.8,0,0.1,4.7,6.1,3.8,7.7,11.5,2,1.4,1.4,4.2,7.6,19.6,0.499,0.502,0,0.499,0.762,0.555,1498,26,,,,,,,,
2011-12,Norris Cole,7.4,18.8,6.5,15.6,0.9,3.2,2.8,3.6,0.9,2.9,3.8,5.6,1.8,0.1,4.4,5.2,18.4,0.393,0.417,0.276,0.417,0.776,0.452,1260,23,,,,,,,,
2012-13,Norris Cole,6,14.2,4.8,10.9,1.2,3.3,1.7,2.7,0.6,3.7,4.3,5.5,1.9,0.2,3.5,5.2,14.8,0.421,0.44,0.357,0.462,0.65,0.483,1590,24,,,,,,,,
2013-14,Norris Cole,5.4,13.1,3.8,8.5,1.6,4.5,1.4,1.8,0.4,3.7,4.2,6.5,2,0.1,3.3,4.1,13.8,0.414,0.451,0.345,0.474,0.779,0.497,2014,25,,,,,,,,
2014-15,Norris Cole,6.6,16.1,5,11,1.6,5.1,1.7,2.3,0.4,4.2,4.6,7.3,1.6,0.4,2.8,3.6,16.5,0.412,0.458,0.313,0.461,0.716,0.483,1831,26,,,,,,,,
2000-01,Mateen Cleaves,6.4,16,6.2,15.3,0.2,0.7,3.9,5.5,1,4.2,5.3,8.3,2,0,5.6,6.1,16.9,0.4,0.405,0.294,0.406,0.708,0.458,1268,23,,,,,,,,
1979-80,Jim Cleamons,5.6,11.7,5.4,10.9,0.2,0.8,2.2,2.9,1.4,2.6,4,7.5,1.5,0.3,2.8,3.5,13.5,0.476,0.494,0.226,0.483,0.743,0.519,1789,30,,,,,,,,
2005-06,Speedy Claxton,8.1,19.7,7.7,18,0.5,1.7,6.6,8.6,1,4.1,5.2,9.1,2.9,0.2,4.1,4.7,23.3,0.413,0.426,0.27,0.425,0.769,0.497,2019,27,,,,,,,,
2014-15,Jordan Clarkson,9.2,20.6,7.9,16.4,1.3,4.2,4.5,5.5,1.9,4.7,6.6,7.1,1.8,0.4,3.3,3.8,24.3,0.448,0.482,0.314,0.48,0.829,0.528,1476,22,,,,,,,,
2015-16,Jordan Clarkson,9.3,21.6,7.2,15.3,2.2,6.3,3.2,4,1.8,4.3,6.2,3.8,1.7,0.1,2.7,3.3,24.1,0.433,0.468,0.347,0.483,0.804,0.516,2552,23,,,,,,,,
2016-17,Jordan Clarkson,9.7,21.8,7.3,14.5,2.4,7.2,2.7,3.4,1,4,5,4.3,1.8,0.2,3.3,3,24.5,0.445,0.503,0.329,0.5,0.798,0.526,2397,24,,,,,,,,
1999-00,Keon Clark,7.8,14.5,7.8,14.2,0,0.2,3.3,4.8,4.4,9.4,13.8,1.9,1.2,3.1,3.4,6.3,19,0.542,0.548,0.125,0.543,0.688,0.573,1850,24,,,,,,,,
2000-01,Keon Clark,7.6,15.8,7.6,15.8,0,0,4.3,7.3,4.1,9.1,13.2,2.2,1,4.7,2.7,7.4,19.5,0.48,0.481,0,0.48,0.592,0.512,1720,25,,,,,,,,
2001-02,Keon Clark,9.4,19.2,9.4,19.1,0,0.1,3.8,5.7,4.5,10.4,14.9,2.2,1.4,3,3.5,6.4,22.6,0.49,0.494,0,0.49,0.674,0.522,2185,26,,,,,,,,
2002-03,Keon Clark,6.4,12.8,6.4,12.6,0,0.1,2.4,3.6,3.9,8.9,12.8,2.3,1.1,4.2,2.7,6.4,15.2,0.501,0.506,0,0.501,0.656,0.528,1780,27,,,,,,,,
2015-16,Ian Clark,7.4,16.9,4.9,9.9,2.5,7,2.3,2.8,1.1,4.6,5.7,5.4,1.4,1.1,3.6,4.8,19.7,0.441,0.5,0.357,0.515,0.824,0.544,578,24,,,,,,,,
2016-17,Ian Clark,8.9,18.3,6.3,11.4,2.6,6.9,1.9,2.5,0.9,4.2,5.1,3.8,1.7,0.3,2.3,3.3,22.3,0.487,0.556,0.374,0.558,0.759,0.575,1137,25,,,,,,,,
2016-17,Semaj Christon,3.9,11.2,3.3,8.1,0.6,3.2,0.9,1.6,1,3.4,4.4,6.6,1.4,0.4,2.2,4,9.2,0.345,0.406,0.19,0.372,0.548,0.387,973,24,,,,,,,,
1996-97,Doug Christie,6.7,16.1,4.2,9.6,2.5,6.5,4,5.2,1.4,5.9,7.3,5.3,3.4,0.8,3.4,4.2,19.9,0.417,0.44,0.384,0.495,0.775,0.543,3127,26,,,,,,,,
1997-98,Doug Christie,8.1,18.9,6.3,13.5,1.8,5.4,4.8,5.8,1.7,5.5,7.1,5,3.4,1,4,3.5,22.7,0.428,0.469,0.326,0.474,0.829,0.53,2939,27,,,,,,,,
1998-99,Doug Christie,7.7,19.9,6.2,15,1.5,4.9,6.3,7.5,1.8,4.5,6.3,5.7,3.5,0.8,3.6,3.4,23.2,0.388,0.415,0.304,0.425,0.841,0.501,1768,28,,,,,,,,
1999-00,Doug Christie,7.1,17.5,4.9,11.2,2.3,6.3,4.2,5,1.4,5.1,6.5,7.4,2.3,1,3.3,3.8,20.7,0.407,0.434,0.36,0.472,0.843,0.526,2264,29,,,,,,,,
2000-01,Doug Christie,5.4,13.6,3.8,9.3,1.6,4.3,4.8,5.4,1.6,4.5,6.1,5,3.2,0.8,2.7,3.9,17.2,0.395,0.403,0.376,0.454,0.897,0.538,2939,30,,,,,,,,
2001-02,Doug Christie,6.1,13.2,4.5,8.6,1.6,4.6,3.7,4.3,1.3,5.4,6.7,6.1,2.9,0.4,2.9,3.8,17.4,0.46,0.518,0.352,0.521,0.851,0.578,2798,31,,,,,,,,
2002-03,Doug Christie,5,10.3,3.6,6.9,1.4,3.4,2.6,3.2,1.1,5.2,6.4,7,3.3,0.7,2.7,3.5,13.9,0.479,0.522,0.395,0.545,0.81,0.59,2710,32,,,,,,,,
2003-04,Doug Christie,5.9,12.8,5,10.2,0.9,2.6,2.8,3.2,1.3,4.8,6.1,6.5,2.8,0.8,2.9,3.5,15.5,0.461,0.491,0.345,0.496,0.86,0.544,2780,33,,,,,,,,
2016-17,Marquese Chriss,7.8,17.4,5.8,11.2,2,6.2,3.1,5,2.6,6.9,9.6,1.6,1.8,1.9,3,7.2,20.7,0.449,0.52,0.321,0.506,0.624,0.529,1743,19,,,,,,,,
1979-80,Jim Chones,7.2,14.6,7.2,14.6,0,0,2.4,3.3,2.8,8.1,10.9,2.9,1.1,1.3,3.4,5.2,16.7,0.489,0.491,0,0.489,0.74,0.521,2394,30,,,,,,,,
1980-81,Jim Chones,6.9,13.7,6.9,13.6,0,0.1,2.3,3.5,3.3,8.7,12,2.8,0.7,1.8,2.9,5.9,16.1,0.503,0.506,0,0.503,0.653,0.528,2562,31,,,,,,,,
1995-96,Chris Childs,7.1,17.1,5,11.4,2.1,5.7,5.7,6.7,1.1,4.3,5.4,12,2.4,0.2,5,5.4,22,0.416,0.441,0.367,0.478,0.852,0.549,2408,28,,,,,,,,
1996-97,Chris Childs,5.4,13,3.6,8.4,1.8,4.6,2.9,3.8,0.6,4.3,4.9,10.2,2,0.3,4.6,5.4,15.5,0.414,0.429,0.387,0.482,0.758,0.526,2076,29,,,,,,,,
1998-99,Chris Childs,4.9,11.4,3.3,7.4,1.5,4,2.7,3.3,0.8,4.9,5.7,8.2,1.9,0,3.6,6.6,14,0.427,0.451,0.383,0.494,0.821,0.544,1297,31,,,,,,,,
1999-00,Chris Childs,4.7,11.5,3.5,8.1,1.2,3.3,1.5,1.9,0.5,4.2,4.7,9.2,1.2,0.1,3.4,7.7,12.1,0.409,0.431,0.356,0.461,0.797,0.491,1675,32,,,,,,,,
2000-01,Chris Childs,4,9.8,3,6.7,0.9,3.1,1.8,2.1,0.7,5.2,5.9,10.4,1.7,0.4,4.6,7.1,10.6,0.403,0.45,0.302,0.451,0.845,0.494,1859,33,,,,,,,,
2004-05,Josh Childress,6.7,14.2,6.4,13,0.3,1.2,4.2,5.1,4.3,6.3,10.7,3.3,1.6,0.8,2.3,4.1,17.8,0.47,0.493,0.232,0.481,0.823,0.543,2376,21,,,,,,,,
2005-06,Josh Childress,6.6,11.9,5.8,10.4,0.8,1.5,3.6,4.7,3.2,6,9.1,3.1,2,0.9,2.4,4.3,17.5,0.552,0.56,0.492,0.583,0.766,0.626,2249,22,,,,,,,,
2006-07,Josh Childress,6.9,13.6,6.2,11.6,0.7,2,4.4,5.5,3.2,5.7,9,3.3,1.5,0.9,2.1,3.1,18.8,0.504,0.533,0.338,0.529,0.795,0.586,2024,23,,,,,,,,
2007-08,Josh Childress,7.6,13.3,7.1,11.9,0.5,1.4,5.1,6.4,4,4.6,8.6,2.7,1.6,1,2.3,3,20.8,0.571,0.595,0.367,0.59,0.807,0.647,2274,24,,,,,,,,
1993-94,Pete Chilcutt,7.4,16.3,7.3,15.8,0.1,0.5,1.5,2.4,4.7,8.8,13.5,3.1,1.9,1.4,2.7,6,16.4,0.453,0.462,0.2,0.456,0.631,0.472,1365,25,,,,,,,,
1995-96,Pete Chilcutt,5.8,14.2,2.8,6.4,2.9,7.8,1.3,2.1,4,8.3,12.3,2.1,1.5,1.1,1.7,5.1,15.8,0.408,0.444,0.378,0.511,0.654,0.525,651,27,,,,,,,,
1997-98,Pete Chilcutt,5.7,13.2,3.7,8.4,2,4.8,1.4,2.2,2.8,8.4,11.2,3.8,1.9,1.4,2.3,5.8,14.9,0.435,0.445,0.415,0.51,0.661,0.526,1420,29,,,,,,,,
1998-99,Pete Chilcutt,4.9,13.3,2.9,8,2,5.3,1.1,1.3,2.2,6.8,9,2.3,1.7,0.9,2.2,4,12.8,0.366,0.356,0.382,0.442,0.824,0.462,697,30,,,,,,,,
1988-89,Derrick Chievous,8.5,19.4,8.3,18.7,0.2,0.7,5.9,7.5,3.5,4.4,7.8,2.4,1.5,0.3,4.2,4.9,23,0.437,0.446,0.208,0.441,0.783,0.506,1539,21,,,,,,,,
1979-80,Maurice Cheeks,6.3,11.7,6.3,11.6,0.1,0.2,3.2,4.1,1.3,3.5,4.9,9.9,3.3,0.6,3.8,3.5,16,0.54,0.541,0.444,0.543,0.779,0.589,2623,23,,,,,,,,
1980-81,Maurice Cheeks,6,11.2,5.9,11,0.1,0.2,2.7,3.4,1.3,3.4,4.7,10.8,3.7,0.7,3.3,4.4,14.7,0.534,0.536,0.375,0.536,0.787,0.579,2415,24,,,,,,,,
1981-82,Maurice Cheeks,6.7,12.9,6.6,12.5,0.1,0.4,3.3,4.2,1,3.8,4.7,12.7,4,0.6,3.5,4.7,16.8,0.521,0.529,0.273,0.525,0.777,0.57,2498,25,,,,,,,,
1982-83,Maurice Cheeks,7.7,14.1,7.6,14,0,0.1,3.4,4.6,1,3,4,10.3,3.5,0.6,3.4,3.5,18.8,0.542,0.545,0.167,0.543,0.754,0.582,2465,26,,,,,,,,
1983-84,Maurice Cheeks,7.5,13.6,7.3,13.2,0.2,0.4,3.3,4.5,0.9,3.1,4,9.2,3.3,0.4,3.5,3.8,18.4,0.55,0.554,0.4,0.556,0.733,0.591,2494,27,,,,,,,,
1984-85,Maurice Cheeks,7.7,13.5,7.6,13,0.1,0.5,3.2,3.6,1,3,3.9,9,3.1,0.4,2.8,3.3,18.7,0.57,0.582,0.231,0.574,0.879,0.619,2616,28,,,,,,,,
1985-86,Maurice Cheeks,7.2,13.3,7.1,13.1,0.1,0.2,4.1,4.9,0.8,2.6,3.4,11,3,0.4,3.5,2.3,18.5,0.537,0.542,0.235,0.539,0.842,0.597,3270,29,,,,,,,,
1986-87,Maurice Cheeks,7.8,14.8,7.7,14.5,0.1,0.3,4.3,5.5,0.9,3.2,4,10.1,3.4,0.3,3.3,2,19.9,0.527,0.533,0.235,0.529,0.777,0.579,2624,30,,,,,,,,
1987-88,Maurice Cheeks,7.5,15.1,7.4,14.7,0.1,0.4,4,4.8,1,3.4,4.4,11.1,2.9,0.4,2.8,2,18.9,0.495,0.504,0.136,0.497,0.825,0.551,2871,31,,,,,,,,
1988-89,Maurice Cheeks,7.1,14.8,7.1,14.5,0,0.3,3.2,4.1,0.8,3.1,3.9,11.7,2.2,0.4,2.5,2.4,17.5,0.483,0.49,0.077,0.483,0.774,0.527,2298,32,,,,,,,,
1989-90,Maurice Cheeks,5.9,11.8,5.9,11.5,0.1,0.3,3.3,3.9,1,3.7,4.6,8.8,2.4,0.2,2.3,1.5,15.3,0.504,0.511,0.25,0.507,0.847,0.565,2519,33,,,,,,,,
1990-91,Maurice Cheeks,5.7,11.4,5.6,10.9,0.1,0.5,2.5,3,0.5,3.6,4.1,10.2,3,0.2,2.5,3.2,13.9,0.499,0.51,0.25,0.504,0.814,0.548,2147,34,,,,,,,,
1994-95,Calbert Cheaney,9.8,21.6,8,16.2,1.8,5.4,3.3,4.1,2,4.1,6.1,3.4,1.5,0.4,2.9,4.1,24.8,0.453,0.492,0.339,0.496,0.812,0.529,2651,23,,,,,,,,
1995-96,Calbert Cheaney,9.4,19.9,8.2,16.5,1.1,3.4,3.3,4.7,1.5,3.8,5.3,3.4,1.5,0.4,2.8,4.5,23.2,0.471,0.498,0.338,0.499,0.706,0.528,2324,24,,,,,,,,
1996-97,Calbert Cheaney,8,15.7,7.9,15.1,0.1,0.6,2,3,1.5,4.3,5.8,2.5,1.7,0.4,2,4.9,18,0.505,0.521,0.133,0.508,0.693,0.53,2411,25,,,,,,,,
1997-98,Calbert Cheaney,8.2,18.1,8,17.1,0.3,1,2.6,4,1.5,4.5,6,3.2,1.8,0.7,1.9,4.9,19.3,0.457,0.467,0.283,0.464,0.647,0.488,2841,26,,,,,,,,
1998-99,Calbert Cheaney,7.3,17.5,6.9,16,0.3,1.6,1.4,2.8,1.4,4.6,6,3.1,1.6,0.7,1.8,6.2,16.3,0.414,0.434,0.216,0.424,0.493,0.433,1266,27,,,,,,,,
2002-03,Calbert Cheaney,7.4,14.9,7.2,14.3,0.2,0.6,0.9,1.6,1.7,4.8,6.5,3.7,1.5,0.3,2.5,5.1,16,0.499,0.503,0.4,0.507,0.58,0.514,2351,31,,,,,,,,
2003-04,Calbert Cheaney,7.2,14.9,7.2,14.7,0,0.3,1.2,2,2,4.7,6.7,3.5,1.6,0.3,2.2,4.8,15.6,0.481,0.489,0,0.481,0.61,0.493,2067,32,,,,,,,,
1988-89,Rex Chapman,11.3,27.4,10.1,23.3,1.3,4.1,3.3,4.2,1.6,2.4,4,3.8,1.5,0.5,2.4,3.6,27.3,0.414,0.431,0.314,0.437,0.795,0.467,2219,21,,,,,,,,
1990-91,Rex Chapman,9.6,21.7,8.5,18.2,1.1,3.5,5.5,6.6,1.1,3.4,4.5,5.9,1.7,0.4,3.1,3.9,25.9,0.445,0.468,0.324,0.471,0.83,0.527,2100,23,,,,,,,,
1993-94,Rex Chapman,10.7,21.4,9.1,17.3,1.6,4.1,4.2,5.1,1.4,2.2,3.6,4.6,1.5,0.2,2.9,2.1,27,0.498,0.524,0.388,0.535,0.816,0.572,2025,26,,,,,,,,
1997-98,Rex Chapman,9.5,22.2,6.7,15,2.8,7.2,3.4,4.3,0.7,3.3,4,4.7,1.6,0.3,2.7,2.4,25.1,0.427,0.447,0.386,0.49,0.781,0.521,2263,30,,,,,,,,
2008-09,Wilson Chandler,8.3,19.1,6.4,13.4,1.9,5.7,3.1,3.9,1.7,6.4,8.1,3.1,1.3,1.4,2.5,4.5,21.5,0.432,0.476,0.328,0.481,0.795,0.515,2735,21,,,,,,,,
2009-10,Wilson Chandler,9.1,18.9,8.2,15.6,0.9,3.3,2.8,3.5,2,5.6,7.7,3,1,1.1,2.4,4.1,21.9,0.479,0.524,0.267,0.502,0.806,0.534,2320,22,,,,,,,,
2010-11,Wilson Chandler,9,19.9,6.6,13.2,2.3,6.7,2.7,3.4,1.6,7,8.5,2.5,1,2,2.2,4.2,23,0.45,0.501,0.35,0.509,0.807,0.537,2401,23,,,,,,,,
2013-14,Wilson Chandler,7.8,18.7,4.7,9.8,3.1,8.9,2.8,3.9,1.5,6,7.5,2.9,1.2,0.8,2,4.9,21.5,0.416,0.478,0.348,0.499,0.724,0.526,1927,26,,,,,,,,
2014-15,Wilson Chandler,8.4,19.7,5.6,11.5,2.8,8.2,2.2,2.9,1.9,7.7,9.6,2.7,1.2,0.6,2.2,4.7,21.9,0.429,0.49,0.342,0.5,0.775,0.523,2471,27,,,,,,,,
2016-17,Wilson Chandler,9.6,20.9,7.2,13.6,2.4,7.2,3.1,4.3,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,0.461,0.527,0.337,0.52,0.727,0.545,2197,29,,,,,,,,
2001-02,Tyson Chandler,5.8,11.6,5.8,11.6,0,0,5.1,8.5,4.4,8.7,13.1,2.1,1.1,3.5,3.8,6.8,16.6,0.497,0.497,,0.497,0.604,0.543,1389,19,,,,,,,,
2002-03,Tyson Chandler,7.2,13.6,7.2,13.6,0,0,5,8.2,4.7,9.7,14.4,2.1,1,3,3.8,6.2,19.4,0.531,0.531,,0.531,0.608,0.565,1827,20,,,,,,,,
2004-05,Tyson Chandler,4.9,9.9,4.9,9.9,0,0,5.4,8,6.2,12.2,18.4,1.5,1.6,3.3,2.8,6.4,15.2,0.494,0.496,0,0.494,0.673,0.565,2189,22,,,,,,,,
2005-06,Tyson Chandler,3.9,6.9,3.9,6.9,0,0,2.4,4.7,6.5,10.9,17.4,2,1,2.5,3,7.3,10.2,0.565,0.567,0,0.565,0.503,0.567,2121,23,,,,,,,,
2006-07,Tyson Chandler,6.2,9.9,6.2,9.8,0,0,2.2,4.2,6.7,12.3,19,1.4,0.8,2.7,2.7,5.1,14.5,0.624,0.625,0,0.624,0.527,0.62,2525,24,,,,,,,,
2007-08,Tyson Chandler,7.2,11.6,7.2,11.6,0,0,3.4,5.7,6.2,11.6,17.8,1.6,0.9,1.6,2.6,4.7,17.8,0.623,0.624,0,0.623,0.593,0.632,2783,25,,,,,,,,
2010-11,Tyson Chandler,6.8,10.4,6.8,10.4,0,0,5.5,7.5,5.3,12.4,17.7,0.8,0.9,2,2.2,6.1,19.1,0.654,0.654,,0.654,0.732,0.697,2059,28,,,,,,,,
2011-12,Tyson Chandler,6,8.9,6,8.8,0,0,5.4,7.9,5.3,10,15.3,1.4,1.4,2.2,2.5,4.6,17.5,0.679,0.683,0,0.679,0.689,0.708,2061,29,,,,,,,,
